name,Brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,rpm,Nm,seats
Maruti Swift Dzire VXI,Maruti,2014,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,4000,114,5
Maruti Alto 800 VXI,Maruti,2015,270000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,3500,69,5
Maruti Alto LX,Maruti,2000,45957,90000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,3000,62,5
Honda CR-V 2.0L 2WD AT,Honda,2006,125000,200000,Petrol,Individual,Automatic,Third Owner,13.1,1997,141.1,4200,190,5
Maruti Celerio VXI,Maruti,2015,290000,30000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,3500,90,5
Chevrolet Captiva 2.2 LT,Chevrolet,2013,667000,65000,Diesel,Individual,Manual,First Owner,14.6,2231,184,2000,424,7
Chevrolet Enjoy TCDi LS 8 Seater,Chevrolet,2015,370000,120000,Diesel,Individual,Manual,First Owner,18.2,1248,73.8,1750,172,8
Maruti Swift VXI Deca,Maruti,2016,500000,100000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,4200,113,5
Toyota Etios GD,Toyota,2015,500000,125000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,2100,170,5
Force One EX,Force,2018,850000,120000,Diesel,Individual,Manual,Second Owner,17,2650,80.84,1900,230,7
Maruti Alto 800 LXI,Maruti,2016,310000,15000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,3500,69,5
Tata Bolt Quadrajet XE,Tata,2017,450000,50000,Diesel,Individual,Manual,First Owner,22.95,1248,74,2375,190,5
Maruti Alto 800 LXI,Maruti,2017,295000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,3500,69,5
Maruti Alto LXi,Maruti,2009,170000,59000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,3000,62,5
Maruti Swift VDI,Maruti,2018,675000,23000,Diesel,Individual,Manual,First Owner,28.4,1248,74,2000,190,5
Tata Tigor 1.2 Revotron XZ,Tata,2018,550000,10000,Petrol,Individual,Manual,First Owner,20.3,1199,84,3500,114,5
Maruti A-Star Vxi,Maruti,2011,204999,60000,Petrol,Individual,Manual,First Owner,19,998,66.1,3500,90,5
Maruti Ertiga ZDI,Maruti,2013,630000,120000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,1750,200,7
Mahindra Verito 1.5 D4 BSIV,Mahindra,2012,260000,110000,Diesel,Individual,Manual,First Owner,21.03,1461,65,2000,160,5
Mahindra Scorpio VLX 2WD AIRBAG BSIII,Mahindra,2011,550000,260000,Diesel,Individual,Manual,Fourth & Above Owner,12.05,2179,120,2300,290,8
Hyundai Elantra CRDi SX,Hyundai,2013,700000,120000,Diesel,Individual,Manual,First Owner,22.7,1582,126.24,2325,259,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2018,600000,25000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,4000,113,5
Mahindra Scorpio SLE BSIII,Mahindra,2013,530000,80000,Diesel,Individual,Manual,Second Owner,12.05,2179,120,2300,290,8
Toyota Platinum Etios 1.4 GXD,Toyota,2018,670000,150000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,2100,170,5
Hyundai Grand i10 Sportz,Hyundai,2016,470000,13500,Petrol,Individual,Manual,First Owner,18.9,1197,82,4000,114,5
Tata Indigo CS LS (TDI) BS-III,Tata,2016,390000,42000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,2500,135,5
Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,2016,650000,125000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,2500,205,5
Maruti Esteem Vxi - BSIII,Maruti,2005,93000,80000,Petrol,Individual,Manual,Third Owner,15.9,1298,85,4500,110,5
Hyundai Creta 1.6 CRDi SX,Hyundai,2015,978999,90000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,2325,259,5
Hyundai Santro Sportz AMT BSIV,Hyundai,2018,565000,10000,Petrol,Individual,Automatic,First Owner,20.3,1086,68,4500,99,5
Maruti Wagon R AMT VXI Option,Maruti,2018,472000,30000,Petrol,Individual,Automatic,First Owner,20.51,998,67,3500,90,5
Toyota Corolla Altis D-4D J,Toyota,2015,1050000,60000,Diesel,Individual,Manual,First Owner,21.43,1364,87.2,2300,205,5
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2012,600000,145000,Diesel,Individual,Manual,Second Owner,12.99,2494,100,2400,200,8
Maruti Swift Dzire VDI,Maruti,2019,700000,30000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,2000,190,5
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,2016,950000,46000,Diesel,Individual,Manual,Second Owner,24.3,1248,88.5,1750,200,5
Maruti Celerio ZXI Optional AMT BSIV,Maruti,2018,451999,30000,Petrol,Individual,Automatic,Second Owner,23.1,998,67.04,3500,90,5
BMW 3 Series 320d Luxury Plus,BMW,2013,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995,184,2250,380,5
Mahindra Bolero SLE,Mahindra,2009,310000,110000,Diesel,Individual,Manual,First Owner,13.6,2523,63,1470,180,7
Ford Ecosport 1.5 DV5 MT Trend,Ford,2016,515000,68609,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,2375,204,5
Maruti Wagon R VXI Minor,Maruti,2011,265000,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,3500,90,5
Renault KWID Climber 1.0 MT,Renault,2018,380000,5000,Petrol,Individual,Manual,First Owner,23.01,999,67,4250,91,5
Nissan Sunny Diesel XV,Nissan,2013,350000,120000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,2000,200,5
Hyundai i20 Active 1.4,Hyundai,2015,500000,126000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,2125,219,5
Honda Mobilio S i DTEC,Honda,2016,450000,100000,Diesel,Individual,Manual,Second Owner,24.2,1498,98.6,1750,200,7
Maruti Wagon R LXI Minor,Maruti,2009,120000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67,3500,84,5
Maruti Swift VDI,Maruti,2012,280000,70000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,2000,190,5
Hyundai i20 Magna,Hyundai,2013,345000,120000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,4000,113,5
Maruti Swift Dzire VDI,Maruti,2017,700000,50000,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,2000,190,5
Honda City i-VTEC VX,Honda,2017,850000,40000,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,4600,145,5
Maruti Alto LX,Maruti,2004,90000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,3000,62,5
Maruti Alto 800 LXI,Maruti,2017,310000,35000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,3500,69,5
Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,2016,550000,70000,Diesel,Individual,Manual,First Owner,20.14,1498,88,2000,230,5
Volkswagen Jetta 2.0L TDI Comfortline,Volkswagen,2012,420000,110000,Diesel,Individual,Manual,Third Owner,19.33,1968,138.1,2125,320,5
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,Tata,2010,150000,29000,Petrol,Individual,Manual,First Owner,16.5,1172,65,3000,96,5
Tata Indigo CR4,Tata,2012,200000,90000,Diesel,Individual,Manual,First Owner,23.57,1396,70,2400,140,5
Tata Indigo eCS VX BSIV,Tata,2013,300000,90000,Diesel,Individual,Manual,First Owner,25,1396,69,2400,140,5
Maruti 800 AC,Maruti,2007,35000,10000,Petrol,Individual,Manual,First Owner,16.1,796,37,2500,59,4
Maruti Swift Vdi BSIII,Maruti,2010,340000,110000,Diesel,Individual,Manual,Third Owner,17.8,1248,75,2000,190,5
Maruti Baleno Delta,Maruti,2020,630000,5000,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,4200,113,5
Maruti Ritz LDi,Maruti,2011,160000,140000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,2000,190,5
Tata Indica V2 DLE BSIII,Tata,2007,65000,120000,Diesel,Individual,Manual,Third Owner,17.88,1396,52.8,2500,85,5
Maruti Swift Dzire VXI,Maruti,2012,310000,100000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,4000,114,5
Mahindra Xylo D2 BS III,Mahindra,2015,400000,110000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,2000,218,7
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Hyundai,2016,1950000,45000,Diesel,Dealer,Automatic,Second Owner,16.38,1995,183,1462.5,400,5
Tata Indigo CS LS (TDI) BS-III,Tata,2016,440000,20000,Diesel,Individual,Manual,First Owner,19.09,1405,69.01,2500,135,5
Maruti Alto LX,Maruti,2011,140000,72000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,3000,62,5
Maruti Alto 800 LXI,Maruti,2015,300000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,3500,69,5
Maruti Celerio LDi,Maruti,2016,285000,70000,Diesel,Individual,Manual,First Owner,27.62,793,47,2000,125,5
Tata Indica Vista TDI LX,Tata,2013,225000,70000,Diesel,Individual,Manual,Second Owner,19.4,1405,70,2500,135,5
Toyota Innova Crysta 2.4 GX MT BSIV,Toyota,2016,1475000,100000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,2100,343,7
Hyundai Xcent 1.2 VTVT S,Hyundai,2017,509999,90000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,4000,113,5
Hyundai Creta 1.6 CRDi SX Option,Hyundai,2015,1000000,50000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,2325,259,5
Tata New Safari DICOR 2.2 VX 4x2 BS IV,Tata,2011,240000,120000,Diesel,Individual,Manual,First Owner,13.93,2179,138.1,2200,320,7
Maruti Alto LXi BSIII,Maruti,2010,132000,105000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,3000,62,5
Skoda Rapid 1.5 TDI Ambition,Skoda,2015,610000,120000,Diesel,Individual,Manual,First Owner,21.14,1498,103.52,2000,250,5
Maruti Celerio VXI,Maruti,2016,351000,60000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,3500,90,5
Hyundai Xcent 1.2 Kappa SX Option AT,Hyundai,2016,565000,72000,Petrol,Dealer,Automatic,First Owner,19.1,1197,82,4000,114,5
Honda Accord 2.4 A/T,Honda,2013,580000,50000,Petrol,Dealer,Automatic,First Owner,11.7,2354,177.6,4300,222,5
Mahindra Bolero B4,Mahindra,2015,445000,62000,Diesel,Dealer,Manual,First Owner,21,1498,74.96,1900,210,7
Maruti Swift VXI,Maruti,2019,615000,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,4200,113,5
Maruti Celerio ZXI Optional AMT BSIV,Maruti,2016,434999,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,3500,90,5
Renault Duster 85PS Diesel RxL,Renault,2015,484999,75000,Diesel,Dealer,Manual,First Owner,19.87,1461,83.8,1750,200,5
Maruti Ciaz S 1.3,Maruti,2017,810000,47747,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,1750,200,5
Maruti Alto LX,Maruti,2005,90000,100000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,3000,62,5
Maruti Wagon R AX,Maruti,2006,75000,60000,Petrol,Individual,Automatic,First Owner,18.9,998,67.1,3500,90,5
Hyundai i20 2015-2017 Sportz 1.4 CRDi,Hyundai,2017,650000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,2125,219,5
Nissan Kicks XL BSIV,Nissan,2019,860000,14317,Petrol,Dealer,Manual,First Owner,14.23,1498,104.55,4000,142,5
Honda BR-V i-VTEC VX MT,Honda,2017,840000,30646,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,4600,145,7
Hyundai i10 Magna,Hyundai,2009,142000,110000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,4000,111,5
Maruti Swift Dzire VXi,Maruti,2010,240000,60000,Petrol,Individual,Manual,Second Owner,17.5,1298,85.8,4000,114,5
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,2013,440000,75000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,2000,180,5
Mahindra XUV500 W8 4WD,Mahindra,2012,900000,100000,Diesel,Individual,Manual,First Owner,15.1,2179,140,2200,330,7
Maruti Alto 800 LXI Optional,Maruti,2017,316000,25000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,3500,69,5
Maruti Ertiga ZDI,Maruti,2013,600000,60000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.8,1750,200,7
Tata Tiago 1.2 Revotron XT,Tata,2016,350000,30000,Petrol,Individual,Manual,First Owner,23.84,1199,84,3500,114,5
Tata Indica Vista Terra 1.4 TDI,Tata,2009,170000,55768,Diesel,Individual,Manual,First Owner,17,1405,71,2500,135,5
Maruti Alto LX BSIII,Maruti,2005,110000,50800,Petrol,Dealer,Manual,Second Owner,19.7,796,46.3,3000,62,5
Mahindra Bolero 2011-2019 ZLX,Mahindra,2015,600000,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,1800,195,7
Maruti Alto LXi BSIII,Maruti,2009,125000,60000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,3000,62,5
Maruti Wagon R LXI BS IV,Maruti,2017,352000,68850,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,3500,90,5
Jeep Compass 2.0 Limited 4X4,Jeep,2017,1800000,45000,Diesel,Individual,Manual,First Owner,16.3,1956,170,2125,350,5
Hyundai Verna CRDi 1.6 SX Option,Hyundai,2019,1200000,40000,Diesel,Individual,Manual,First Owner,22,1582,126.2,2250,259,5
Tata New Safari DICOR 2.2 EX 4x2,Tata,2008,150000,120000,Diesel,Individual,Manual,Fourth & Above Owner,11.57,2179,138.1,2200,320,7
Toyota Innova Crysta 2.4 VX MT BSIV,Toyota,2018,1600000,35000,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,2100,343,7
Mahindra Bolero 2011-2019 SLE,Mahindra,2014,570000,74000,Diesel,Dealer,Manual,First Owner,15.96,2523,62.1,1800,195,7
Toyota Fortuner 4x2 4 Speed AT,Toyota,2012,1225000,160000,Diesel,Individual,Automatic,First Owner,11.5,2982,169,2400,343,7
Tata Hexa XTA,Tata,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179,153.86,2125,400,7
Hyundai i10 Sportz,Hyundai,2011,200000,91000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,4000,111,5
Maruti Swift Dzire VDI,Maruti,2015,480000,90000,Diesel,Individual,Manual,First Owner,26.59,1248,74,2000,190,5
Volkswagen Polo 1.5 TDI Highline,Volkswagen,2015,550000,90000,Diesel,Individual,Manual,First Owner,20.14,1498,88.8,2000,230,5
Chevrolet Spark 1.0 LT,Chevrolet,2011,130000,67840,Petrol,Individual,Manual,First Owner,18,995,62,4200,90,5
Honda City i VTEC S,Honda,2015,600000,50000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,4600,145,5
Maruti Ciaz VDi Plus,Maruti,2014,459999,145000,Diesel,Individual,Manual,Second Owner,26.21,1248,88.5,1750,200,5
Maruti Alto LXi,Maruti,2007,128000,60000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,3000,62,5
Renault KWID RXT,Renault,2015,210000,210000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,4386,72,5
Hyundai Xcent 1.2 VTVT S,Hyundai,2019,590000,90000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,4000,113,5
Hyundai Santro Xing GLS,Hyundai,2008,140000,80000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,3000,96,5
Maruti Swift Dzire VXi,Maruti,2009,240000,120000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,4000,114,5
Mercedes-Benz S-Class S 350 CDI,Mercedes,2017,6000000,37000,Diesel,Dealer,Automatic,First Owner,13.5,2987,254.79,2000,620,5
Mahindra XUV500 W6 2WD,Mahindra,2015,819999,90000,Diesel,Individual,Manual,First Owner,16,2179,140,2200,330,7
Maruti Swift VDI,Maruti,2013,320000,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74,2000,190,5
Maruti Swift Dzire AMT VDI,Maruti,2019,825000,7673,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,2000,190,5
Hyundai EON Era Plus,Hyundai,2012,180000,120000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,4000,74,5
Land Rover Range Rover Evoque 2.2L Pure,Land,2013,2000000,77500,Diesel,Individual,Automatic,Third Owner,12.7,2179,187.7,2000,420,5
Mahindra Scorpio LX,Mahindra,2012,450000,370000,Diesel,Individual,Manual,First Owner,12.05,2179,120,2300,290,9
Tata Manza Aura Quadrajet,Tata,2010,250000,90000,Diesel,Individual,Manual,Second Owner,18.8,1248,90,2375,200,5
Hyundai Grand i10 1.2 Kappa Era,Hyundai,2017,430000,52000,Petrol,Individual,Manual,First Owner,17,1197,81.86,4000,113,5
Maruti Alto LX,Maruti,2005,85000,150000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,3000,62,5
Maruti Alto LXi,Maruti,2009,150000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,3000,62,5
Hyundai i20 Magna,Hyundai,2013,350000,90000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,4000,113,5
Hyundai EON Magna Plus,Hyundai,2016,340000,30000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,4000,74,5
Mahindra Bolero DI BSIII,Mahindra,2006,145000,170000,Diesel,Individual,Manual,First Owner,13.6,2523,63,1470,180,7
Hyundai i20 Era 1.4 CRDi,Hyundai,2016,570000,56239,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,2125,219,5
Maruti Swift Dzire VDi,Maruti,2012,341000,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,2000,190,5
Maruti Wagon R LXI BSIII,Maruti,2017,340000,52412,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,3500,90,5
Hyundai Creta 1.6 CRDi SX,Hyundai,2016,850000,58000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,2325,259,5
Datsun GO Plus A Option Petrol,Datsun,2018,530000,65000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,4000,104,7
Hyundai Creta 1.6 SX,Hyundai,2018,1200000,27000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,4850,151,5
Maruti Ertiga ZXI,Maruti,2014,599000,46100,Petrol,Dealer,Manual,First Owner,16.02,1373,93.7,4000,130,7
Maruti Swift Dzire ZDI,Maruti,2015,575000,57000,Diesel,Individual,Manual,Second Owner,26.59,1248,74,2000,190,5
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,2012,350000,79990,Diesel,Dealer,Manual,Second Owner,17.8,1399,67,2000,160,5
Hyundai i20 1.2 Asta,Hyundai,2019,721000,9400,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,4000,114,5
Ford Freestyle Trend Diesel,Ford,2018,650000,20706,Diesel,Dealer,Manual,First Owner,23.8,1499,98.63,2125,215,5
Mahindra XUV500 W8 4WD,Mahindra,2015,850000,173000,Diesel,Individual,Manual,First Owner,16,2179,140,2200,330,7
Tata Tiago 1.2 Revotron XE,Tata,2019,346000,16000,Petrol,Individual,Manual,First Owner,23.84,1199,84,3500,114,5
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Mahindra,2014,550000,300000,Diesel,Individual,Manual,Third Owner,12.05,2179,120,2300,290,8
Tata Indica V2 2001-2011 DLS BSIII,Tata,2009,90000,120000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,2500,85,5
Maruti Swift Dzire VDI,Maruti,2015,520000,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74,2000,190,5
Chevrolet Tavera Neo 3 LS 9 Str BSIII,Chevrolet,2015,600000,80000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,1800,171,9
Mahindra XUV500 W10 2WD,Mahindra,2015,975000,100000,Diesel,Individual,Manual,First Owner,16,2179,140,2200,330,7
Toyota Etios G,Toyota,2013,350000,100000,Petrol,Individual,Manual,Second Owner,16.78,1496,88.73,3000,132,5
Renault KWID RXL,Renault,2016,315000,30000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,4386,72,5
Ford Aspire Titanium BSIV,Ford,2019,575000,20000,Petrol,Individual,Manual,First Owner,19.4,1194,94.93,4250,120,5
Mahindra Verito 1.6 G6 Executive BSIII,Mahindra,2013,350000,70000,Petrol,Individual,Manual,First Owner,13.87,1598,86,3100,128,5
Hyundai Verna 1.6 VTVT S Option,Hyundai,2015,700000,25000,Petrol,Individual,Manual,First Owner,17.01,1591,121.4,4200,154,5
Toyota Platinum Etios 1.4 GXD,Toyota,2018,730000,90000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,2100,170,5
Renault Duster 85PS Diesel RxE,Renault,2014,500000,120000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,1900,200,5
Maruti Swift Dzire VDi,Maruti,2010,310000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,2000,190,5
Maruti Alto 800 VXI,Maruti,2016,262000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,3500,69,5
Maruti Ertiga BSIV VXI,Maruti,2017,700000,35000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,4000,130,7
Maruti Alto LXi,Maruti,2006,94500,44000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,3000,62,5
Renault Duster 110PS Diesel RxZ Plus,Renault,2013,520000,109000,Diesel,Individual,Manual,Second Owner,19.64,1461,108.45,1750,245,5
Mahindra KUV 100 G80 K8 Dual Tone,Mahindra,2018,550000,10500,Petrol,Individual,Manual,First Owner,18.15,1198,82,3550,115,6
Ford Fiesta Diesel Style,Ford,2012,280000,60000,Diesel,Individual,Manual,Second Owner,23.5,1498,88.7,2375,204,5
Maruti Swift VXI,Maruti,2019,595000,14548,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,4200,113,5
Ford Figo 1.5D Base MT,Ford,2017,430000,113000,Diesel,Individual,Manual,First Owner,25.83,1498,99,2375,215,5
Hyundai i20 Active 1.4 SX,Hyundai,2016,660000,110000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,2125,220,5
Maruti 800 DX,Maruti,1996,40000,32000,Petrol,Individual,Manual,Second Owner,16.1,796,37,2500,59,4
Maruti Alto K10 LXI,Maruti,2010,145000,70000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,3500,90,5
Maruti Swift Dzire VDi,Maruti,2012,320000,90000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,2000,190,5
Tata Tigor 1.2 Revotron XZ,Tata,2018,459999,50000,Petrol,Individual,Manual,First Owner,20.3,1199,84,3500,114,5
Volkswagen Vento Konekt Diesel Highline,Volkswagen,2014,575000,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,2000,250,5
Ford Figo Diesel Titanium,Ford,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,20,1399,68.05,2000,160,5
Maruti Gypsy King Soft Top MPI BSIV,Maruti,2002,350000,60000,Petrol,Individual,Manual,First Owner,11.96,1298,80,4500,103,8
Hyundai Santro Magna,Hyundai,2019,434999,19500,Petrol,Dealer,Manual,First Owner,20.3,1086,68.07,4500,99,5
Mahindra Scorpio VLS AT 2.2 mHAWK,Mahindra,2010,490000,110000,Diesel,Individual,Automatic,First Owner,11.79,2179,120,2300,290,8
Hyundai EON Magna Plus,Hyundai,2014,290000,50000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,4000,74,5
Tata Nexon 1.2 Revotron XZ Plus,Tata,2018,790000,15000,Petrol,Individual,Manual,First Owner,17,1198,108.5,2875,170,5
Tata Tiago 1.05 Revotorq XM,Tata,2017,360000,50000,Diesel,Individual,Manual,First Owner,27.28,1047,69,2400,140,5
Fiat Grande Punto EVO 1.3 Dynamic,Fiat,2015,550000,67000,Diesel,Individual,Manual,First Owner,21.2,1248,75,1750,197,5
Datsun GO A,Datsun,2015,210000,80000,Petrol,Individual,Manual,First Owner,20.63,1198,67.06,4000,104,5
Chevrolet Beat LT,Chevrolet,2011,150000,100000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,4400,108,5
Maruti Wagon R VXI Opt 1.2,Maruti,2017,445000,39500,Petrol,Individual,Manual,First Owner,20.52,1197,81.8,4200,113,5
Mahindra Xylo H9,Mahindra,2015,575000,110000,Diesel,Individual,Manual,Second Owner,14.02,2179,118.3,2600,280,8
Hyundai Grand i10 CRDi Sportz,Hyundai,2014,350000,84784,Diesel,Dealer,Manual,First Owner,24,1120,70,2125,160,5
Hyundai EON Era Plus,Hyundai,2014,250000,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,4000,74,5
Hyundai i10 Magna 1.1L,Hyundai,2017,385000,42000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,4500,99,5
Renault Duster 110PS Diesel RxZ,Renault,2013,525000,56429,Diesel,Dealer,Manual,Second Owner,19.01,1461,108.45,2250,248,5
Volkswagen Vento Diesel Highline,Volkswagen,2011,340000,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,2000,250,5
Hyundai Accent CRDi,Hyundai,2005,100000,100000,Diesel,Individual,Manual,Third Owner,13.1,1493,82,2500,187,5
Maruti 800 Std,Maruti,2012,150000,76000,Petrol,Individual,Manual,First Owner,16.1,796,37,2500,59,4
Mahindra XUV500 W8 AWD,Mahindra,2013,720000,150000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,2200,330,7
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,Maruti,2017,800000,44500,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,1750,200,5
Volkswagen Ameo 1.5 TDI Comfortline AT,Volkswagen,2017,655000,50000,Diesel,Individual,Automatic,First Owner,22,1498,108.495,2250,250,5
Honda Amaze VX Diesel BSIV,Honda,2018,670000,93000,Diesel,Individual,Manual,First Owner,27.4,1498,98.63,1750,200,5
Tata Bolt Quadrajet XE,Tata,2016,400000,100000,Diesel,Individual,Manual,First Owner,22.95,1248,74,2375,190,5
Hyundai i20 1.2 Asta Option,Hyundai,2017,650000,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,4000,114,5
Maruti Wagon R VXI BSIII,Maruti,2013,250000,90000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,3500,90,5
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,2016,950000,45000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,1750,200,5
Kia Seltos HTE D,Kia,2019,643000,10000,Diesel,Individual,Manual,First Owner,20.8,1493,113.4,2125,250,5
Hyundai i20 Sportz 1.4 CRDi,Hyundai,2016,511000,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,2125,219,5
Mercedes-Benz S-Class S 350 CDI,Mercedes,2017,5850000,47000,Diesel,Dealer,Automatic,First Owner,13.5,2987,282,1600,490,5
Tata Indigo CS eVX,Tata,2013,227999,60000,Diesel,Individual,Manual,Second Owner,25,1396,69.01,2400,140,5
Mahindra Bolero LX Non AC BSIII,Mahindra,2010,450000,78000,Diesel,Individual,Manual,First Owner,13.6,2523,63,1470,180,7
Maruti Swift Dzire VXI,Maruti,2015,515000,45000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,4000,115,5
Mahindra Xylo D4 BSIV,Mahindra,2012,310000,86000,Diesel,Individual,Manual,First Owner,14,2498,112,2000,260,8
BMW 3 Series GT Luxury Line,BMW,2016,2950000,60000,Diesel,Dealer,Automatic,First Owner,21.76,1995,188,2125,400,5
